date,transactions
8/13/2018,2077807
1/12/2020,2350538
7/7/2021,1934567
1/17/2022,1903739
7/19/2022,2071593
5/6/2023,1971119
11/23/2023,1480005
12/28/2023,1955585
2/24/2024,1879477
7/14/2018,2324913
5/26/2019,2723611
5/1/2020,1842689
9/27/2020,1562155
8/10/2021,1925321
10/15/2021,2256555
3/24/2022,1935126
5/15/2022,2334290
8/16/2022,2015956
5/24/2023,1933929
7/7/2018,2228234
8/6/2018,2067357
9/23/2018,2115761
3/5/2019,2138840
5/3/2019,2718797
6/19/2019,2431446
7/29/2019,2428155
9/7/2019,2713823
3/13/2021,2021942
7/26/2021,1975638
1/28/2022,2091586
11/12/2022,2331162
3/1/2023,1737743
12/1/2023,1987162
12/17/2023,2064266
2/1/2024,1736899
3/2/2024,1942295
12/28/2018,2297879
12/12/2019,2648881
8/15/2021,2022155
6/8/2022,2034269
7/28/2022,2158774
12/13/2022,2210598
9/2/2023,2050522
11/12/2023,1888500
8/4/2018,2359439
11/22/2018,2458656
12/7/2018,2378952
8/24/2019,2750103
3/16/2020,2904428
6/14/2020,1957242
12/1/2020,1660498
4/14/2021,1769137
5/17/2021,1914473
1/20/2022,1869887
6/10/2022,2265493
10/3/2022,2064747
2/7/2023,1745803
10/5/2023,1794531
1/3/2024,1786758
4/4/2019,2223905
4/25/2020,1676850
5/20/2020,1952777
1/4/2021,1763757
1/16/2021,1926398
8/26/2021,1937027
10/12/2021,1949435
8/29/2022,1980994
10/2/2023,1828651
11/10/2023,2038059
2/20/2024,1675055
3/13/2024,1758393
11/10/2018,2384471
1/27/2019,2115559
11/29/2019,3017138
1/19/2020,2181897
3/1/2020,2566529
11/11/2020,1720383
12/24/2021,3016543
3/6/2022,2158955
6/10/2023,2029111
9/23/2023,1926015
12/4/2023,1882889
2/18/2020,2143258
4/2/2021,2332959
7/9/2021,2117473
11/9/2021,2020124
12/7/2021,2070988
3/29/2022,1883473
9/3/2022,2292076
5/4/2023,1827449
3/11/2024,1773230
6/14/2018,5
4/1/2019,2258197
4/18/2019,2471465
2/29/2020,2730503
4/1/2020,1503189
4/10/2020,1721595
7/12/2021,1957448
11/26/2021,2427244
11/28/2021,2140794
4/22/2022,2180830
2/12/2023,1905580
8/22/2018,2048223
2/9/2019,2323669
3/1/2021,1680399
6/7/2021,1955053
8/8/2021,2006224
5/11/2022,2091490
1/4/2023,1939685
3/14/2023,1716878
8/4/2023,2084889
8/20/2018,2075659
10/19/2018,2492992
4/30/2019,2232657
3/15/2020,2537038
3/26/2020,1521518
6/11/2020,2030410
7/1/2020,1838223
9/12/2020,1727782
11/8/2020,1707997
3/27/2021,2029087
5/26/2021,1974900
6/25/2022,2284011
10/12/2022,1943794
11/19/2022,2330822
3/9/2024,1964478
3/24/2024,1828794
7/2/2018,2222485
10/10/2018,1959738
10/12/2018,2398478
1/18/2019,2498259
5/28/2020,2184172
4/29/2022,2232003
4/20/2023,1756007
10/16/2018,2018052
1/23/2020,2218206
12/27/2020,1678724
3/29/2021,1792353
4/19/2021,1782944
5/14/2021,2112302
11/15/2021,2094746
3/18/2022,2055840
10/1/2022,2211797
6/17/2023,2207759
7/5/2023,1861858
7/6/2023,1945718
8/30/2023,1842334
9/4/2023,1815906
7/21/2019,2592934
2/27/2021,1970204
7/8/2023,2005932
10/3/2023,1794676
10/6/2018,2275824
10/11/2018,2064059
4/14/2019,2356971
4/24/2019,2279481
11/26/2019,3024720
9/29/2020,1509654
6/6/2021,2031566
3/10/2022,1975902
5/9/2022,2094672
9/30/2022,2262753
1/16/2024,1561628
2/3/2024,1969345
9/28/2018,2254594
1/29/2019,1780501
5/5/2023,2034418
7/25/2023,1840619
3/1/2024,43641
3/26/2024,1705323
7/12/2018,2070567
9/10/2018,2022518
10/18/2018,2054964
11/12/2020,1742109
1/31/2021,1508388
7/23/2022,2222355
6/6/2023,1880782
11/3/2023,1951305
12/25/2023,4900
3/3/2024,1882604
7/5/2018,2050094
7/22/2018,2077684
10/27/2018,2379088
11/26/2020,1318536
12/8/2020,1745249
11/26/2022,2212902
11/27/2022,2015067
8/9/2023,1836180
12/9/2023,2165351
10/31/2018,1954460
11/21/2018,2936653
2/2/2019,2390788
8/18/2019,2606889
3/31/2020,1499858
6/13/2020,2147506
2/24/2021,1669928
8/19/2022,2252831
2/27/2023,1514111
4/30/2023,1900696
8/21/2023,1878081
10/22/2018,2041884
5/6/2019,2421903
7/5/2019,2777140
10/10/2019,2399087
1/16/2020,2368986
2/18/2021,1614545
4/27/2021,1755161
8/13/2021,2159972
2/18/2022,1925568
3/20/2022,2112916
7/26/2022,2090508
1/7/2023,2183053
5/14/2023,2082101
5/31/2023,1939429
11/21/2023,2228838
12/16/2023,2263567
2/26/2024,1693634
11/25/2019,2834188
12/1/2019,2484245
9/19/2020,1715455
4/14/2022,2235186
9/23/2022,2219604
11/6/2022,2233157
7/24/2023,1882421
10/30/2018,2067288
6/2/2019,2758799
9/25/2019,2302462
5/13/2020,1749309
11/13/2020,1943497
10/13/2021,1971514
2/26/2022,2188440
2/18/2024,1787629
1/2/2020,2420031
6/26/2020,2067174
11/21/2021,2402850
11/9/2023,1833788
2/28/2024,302344
9/20/2018,1988084
6/14/2019,2938444
3/20/2020,2274652
10/8/2020,1516998
10/14/2020,1496968
10/22/2020,1552504
12/29/2020,1890817
6/11/2021,2166683
8/19/2021,1972350
12/23/2021,3491260
11/16/2022,2047495
1/24/2023,2121297
9/30/2020,1500355
8/6/2021,2114517
3/31/2022,1878335
4/8/2022,2123016
10/23/2023,1787007
3/7/2024,1762547
1/1/2019,1670158
1/9/2020,2366892
1/10/2021,1797237
4/16/2022,2905947
10/9/2022,2085641
11/8/2022,1975588
1/20/2023,2065489
6/29/2023,1961126
12/2/2023,2063032
2/17/2019,2048029
1/31/2020,2606372
3/17/2022,1922124
9/22/2022,2044841
1/27/2023,2015706
7/16/2023,1899391
9/29/2023,1988558
3/17/2024,1847128
7/4/2018,2200191
2/13/2019,2153485
8/19/2019,2478126
10/7/2020,1478523
10/1/2021,2118889
4/13/2022,2011995
12/16/2022,2550200
2/28/2023,1734218
7/1/2023,2131277
7/14/2023,2068097
8/26/2023,1994281
9/25/2023,1826385
9/4/2018,2047179
6/9/2019,2688437
10/17/2019,2359223
2/16/2020,2424951
3/23/2020,1903157
3/28/2020,1578627
5/7/2020,1760296
9/20/2020,1604949
11/14/2020,2011077
6/18/2021,2200301
6/21/2021,1893373
1/5/2022,1843833
6/14/2022,2133091
7/23/2018,2032568
5/23/2019,2634611
10/2/2020,1760012
4/24/2022,2107168
8/4/2022,2126091
3/13/2023,1677557
11/30/2023,1870270
2/2/2024,1910149
8/23/2019,2725316
9/18/2019,2282903
10/16/2019,2313264
11/3/2019,2655913
1/15/2020,2284676
5/20/2021,1991039
5/22/2021,2218929
11/20/2021,2463138
12/2/2021,2117562
7/18/2022,2113709
1/29/2023,1882733
11/7/2023,1774817
12/12/2018,2074359
3/24/2019,2413122
9/24/2019,2260575
10/27/2019,2592806
1/26/2020,2413750
4/12/2020,987308
8/3/2020,1591846
3/17/2021,1798989
3/28/2021,1856189
1/14/2022,2180285
5/31/2022,2137360
10/25/2022,1937458
3/31/2023,1809152
11/1/2023,1761963
1/8/2024,1923373
9/21/2018,2332719
12/15/2018,2626133
1/24/2019,1884443
6/16/2019,2698371
6/22/2019,2843571
11/30/2019,2833471
4/1/2022,2193224
10/21/2023,1963690
4/11/2019,2209814
8/11/2019,2660430
8/29/2019,2461771
8/30/2019,2903943
11/4/2019,2355671
11/10/2019,2638045
1/20/2020,2285499
2/17/2020,2274619
4/16/2020,1598710
10/10/2020,1657962
2/14/2021,1965793
8/17/2022,2037793
12/1/2022,2094314
3/8/2023,1727190
7/30/2023,1893173
10/23/2018,2101944
12/10/2018,2095149
4/6/2019,2640575
9/13/2019,2731423
6/3/2020,2110181
12/6/2020,1823159
7/29/2021,1971452
10/28/2021,2128745
12/16/2021,2336868
1/19/2022,1920083
3/11/2023,1972822
4/19/2023,1744238
9/24/2023,1878121
6/13/2018,4
10/14/2023,1933725
3/10/2023,1683471
6/26/2022,2197966
3/20/2024,1753679
3/16/2021,1754177
3/30/2024,2372563
9/11/2022,2122516
9/3/2019,2397189
10/19/2021,1958881
8/7/2021,2098866
7/13/2019,2818360
2/15/2019,2323485
7/20/2022,2092564
1/15/2021,1852576
9/2/2018,2173904
3/30/2022,1792700
8/21/2020,1742493
8/17/2020,1555731
9/14/2020,1508836
2/13/2020,2344968
7/22/2021,1994545
10/11/2023,1831760
3/16/2024,1999799
2/21/2024,1688575
3/21/2022,1946266
1/9/2019,1833136
2/12/2021,2019516
6/25/2021,2033631
11/17/2022,2068173
10/11/2020,1547941
7/15/2020,1626235
2/14/2020,2836484
5/8/2022,2338500
1/18/2020,2185659
3/3/2022,1944172
4/5/2023,1675545
10/7/2019,2432994
10/6/2019,2628809
1/25/2019,2013427
8/21/2022,2239012
4/22/2023,1949600
8/23/2018,2043932
8/19/2020,1551237
8/8/2023,1893507
11/21/2020,2028283
8/29/2023,1810519
7/18/2019,2554351
12/14/2020,1863256
10/1/2023,1875988
5/1/2019,2308847
11/18/2022,2260191
1/29/2021,2017380
3/23/2022,1854537
3/7/2023,1704478
8/27/2020,1573573
10/24/2018,1937726
12/23/2023,2900835
12/21/2023,2409124
3/20/2019,2161922
4/4/2022,1931766
4/27/2023,1786725
10/18/2019,2708612
12/3/2019,2482411
9/15/2019,2561989
2/22/2021,1606359
6/30/2021,1982056
9/20/2021,1878635
2/3/2023,2032266
5/4/2022,2077195
10/24/2020,1786683
4/24/2023,1778467
7/4/2020,1777421
2/28/2020,2534931
5/13/2022,2377487
8/16/2021,1964154
8/27/2019,2369976
7/21/2023,2078730
8/22/2022,2088258
8/18/2020,1526363
7/15/2021,2015793
4/22/2021,1797987
6/12/2021,2145727
11/3/2018,2353943
11/23/2018,2446623
11/13/2023,1843433
4/20/2022,1959142
7/17/2023,1917812
6/25/2023,1880763
9/16/2023,1955312
11/6/2023,1804712
9/21/2020,1535268
1/11/2021,1699694
3/4/2022,2125134
7/28/2021,1950330
8/24/2022,2024136
11/5/2022,2329526
12/21/2019,3557539
6/27/2022,2148633
1/23/2019,1702856
1/12/2022,1999073
8/6/2019,2430608
3/3/2023,1765732
2/3/2021,1860814
11/11/2018,2125412
2/27/2019,2069242
5/7/2023,1935157
2/13/2021,2170472
11/2/2022,2031704
10/20/2023,1999729
10/29/2022,2344526
9/15/2020,1501144
3/4/2020,2256396
1/1/2020,1954184
1/30/2023,1818506
12/19/2021,2494495
12/6/2019,2854484
8/14/2019,2450272
2/2/2022,1536218
10/31/2020,1926765
1/16/2023,1930991
7/22/2020,1599276
12/2/2019,2492194
9/9/2023,1954733
5/17/2022,2083916
11/12/2021,2316452
9/1/2021,1941008
2/23/2021,1667002
9/16/2019,2355929
1/6/2019,2076133
1/8/2021,1830780
5/29/2020,2370484
4/5/2020,1380337
10/22/2022,2166774
6/10/2021,2003949
3/6/2021,1960980
1/12/2021,1662481
10/13/2022,2036012
4/28/2022,2007757
1/2/2021,1798243
1/9/2023,1967517
2/23/2023,1563658
7/6/2022,2097520
4/26/2022,1927171
1/20/2024,1878938
1/6/2024,1926502
8/12/2023,1968975
12/11/2018,2064372
3/2/2022,1854131
6/23/2021,1896795
5/2/2021,1963763
1/1/2022,1749708
4/8/2020,1406877
2/2/2020,2593144
12/13/2023,1987040
4/5/2022,1933384
1/21/2024,1732031
9/19/2022,2013244
4/5/2024,1983914
6/5/2021,2209455
7/16/2021,2107677
11/4/2021,2014355
10/21/2020,1515448
8/14/2020,1738233
7/9/2020,1720120
7/13/2020,1633080
9/23/2020,1499097
3/2/2019,2787921
3/8/2019,2639116
1/27/2024,1955031
12/31/2021,2746867
9/17/2018,2015226
1/15/2023,1981096
9/4/2022,2108268
6/26/2019,2449653
11/7/2019,2350826
8/2/2019,2897708
5/17/2019,2858795
7/21/2018,2299814
8/11/2023,2015968
2/26/2020,1942537
12/26/2023,2044908
4/7/2023,2263776
10/19/2023,1779758
9/23/2021,1903132
10/13/2019,2518732
2/20/2023,1786972
8/5/2018,2157437
1/23/2023,1924681
3/24/2020,1504622
3/14/2020,2900564
7/12/2022,2053604
9/19/2019,2323373
2/24/2019,2191297
8/17/2021,1932580
8/18/2018,2327479
10/3/2019,2420834
1/14/2021,1725408
11/15/2020,1702214
3/4/2021,1718339
12/9/2019,2508799
2/17/2022,1667848
12/30/2022,2471794
8/7/2023,1907461
4/2/2020,1556229
8/30/2020,1624026
11/25/2020,2416868
11/22/2021,2446770
5/15/2019,2475417
6/27/2023,1865067
11/2/2023,1772854
10/16/2022,2101988
8/16/2023,1843371
1/13/2021,1691685
3/15/2023,1788634
8/31/2021,1888108
11/25/2022,2525260
10/1/2020,1593368
8/27/2022,2256041
7/6/2020,1658450
5/31/2020,2109459
7/20/2023,1874989
9/20/2019,2674677
1/14/2020,2262339
11/6/2019,2245504
10/14/2018,2093710
4/11/2020,1759092
12/7/2023,1886304
12/14/2022,2187655
3/1/2019,2670619
11/19/2018,2299272
6/20/2022,2182563
5/25/2021,1966970
6/4/2022,2327086
4/3/2019,2230902
10/30/2021,2414906
3/22/2024,1758399
7/27/2020,1559467
7/14/2020,1614201
6/24/2022,2370383
10/25/2018,1991855
12/19/2023,2158397
2/17/2023,1778866
3/6/2019,2190916
1/8/2020,2203191
7/5/2021,1934949
11/16/2019,2944951
10/26/2021,2041051
11/3/2021,2003286
6/18/2019,2393992
3/7/2019,2247520
3/10/2024,1795438
6/28/2023,1915787
7/11/2018,2018473
9/26/2023,1753837
12/5/2023,1811220
2/14/2024,2022653
2/11/2022,2184317
11/14/2018,2090082
12/15/2021,2343719
11/7/2020,1846481
5/5/2021,1863066
11/6/2018,1911783
12/9/2021,2177626
10/17/2020,1726699
9/26/2019,2346322
7/6/2021,1923922
3/28/2023,1688990
4/19/2019,3139511
7/27/2019,2768665
4/14/2023,2014783
10/7/2023,2012560
10/22/2023,1825974
1/10/2023,1926804
10/29/2019,2367977
3/18/2023,1811276
1/21/2022,2128280
11/30/2021,2047014
1/29/2024,1656528
6/1/2022,2135253
4/16/2023,1846831
9/28/2023,1818882
6/25/2019,2390664
3/3/2021,1716641
7/19/2018,2097168
2/16/2021,1175962
6/19/2020,2282012
4/26/2023,1771906
1/17/2023,1833265
10/17/2023,1747074
12/31/2019,2885379
4/1/2021,1947240
3/31/2021,1835732
7/26/2019,2796969
11/18/2018,2298266
8/8/2019,2496248
1/17/2021,1691709
4/9/2021,1981126
3/18/2020,1990052
2/3/2020,2214564
3/16/2023,1806290
9/2/2021,1983577
4/5/2021,1799067
12/6/2021,2059196
1/1/2024,1419120
6/13/2022,2123626
4/8/2019,2312413
11/11/2023,2035619
6/30/2022,2317528
1/11/2022,1921679
8/30/2022,2025171
9/8/2022,2035442
8/27/2018,2057769
8/17/2019,2828025
12/20/2021,2638139
7/26/2023,1783130
9/12/2019,2412468
1/11/2019,2314196
3/22/2023,1693695
7/20/2020,1588743
6/2/2020,2088212
9/27/2021,1872175
5/19/2021,1940695
6/24/2021,1896728
2/28/2021,1798235
2/7/2021,1715096
10/26/2023,1811406
5/11/2021,1876518
9/19/2021,1986550
4/23/2023,1859453
3/19/2023,1835308
3/15/2024,1988018
7/24/2019,2410192
5/5/2019,2624027
5/18/2019,2941862
4/3/2024,1780261
5/15/2020,2095494
5/26/2020,2024660
1/29/2020,2151477
2/7/2020,2483259
9/17/2022,2175752
4/25/2022,1983954
1/8/2023,2053828
11/30/2020,1675491
10/23/2020,1699609
1/18/2023,1872710
12/7/2020,1752706
6/3/2021,2042611
11/27/2018,1938508
2/24/2022,1930199
7/27/2023,1909786
1/26/2022,1900605
4/18/2020,1688848
5/1/2021,2067684
8/5/2021,1973915
10/28/2023,1998017
8/2/2023,1858508
10/7/2021,1944746
3/31/2019,2404447
11/4/2018,2135904
3/19/2021,1995383
3/25/2024,1798364
11/30/2022,1940007
9/16/2022,2211477
3/22/2019,2615704
12/5/2020,2072375
11/20/2019,2363053
6/23/2019,2623118
3/15/2019,2599349
3/18/2019,2232987
12/17/2018,2291157
7/23/2023,1897013
5/15/2023,1879770
10/27/2020,1551953
11/6/2021,2253165
8/13/2022,2231280
6/20/2023,1884646
1/2/2022,1818067
8/1/2019,2518572
12/23/2022,1782196
1/21/2019,1810986
8/31/2020,1540119
6/13/2023,1822905
10/30/2023,1909056
10/24/2023,1708939
5/28/2023,1980098
6/21/2022,2098422
12/22/2022,3278416
9/8/2021,1941444
12/17/2021,2634686
9/5/2019,2374075
11/25/2018,2148138
7/20/2019,2802988
6/19/2023,1944701
9/10/2020,1559615
5/25/2022,2152321
10/10/2023,1764122
9/6/2023,1793726
4/3/2022,2160527
8/3/2018,2433653
6/8/2023,1937029
10/26/2020,1567501
12/24/2019,3681637
12/11/2020,2022657
3/23/2023,1718427
9/14/2018,2297638
9/17/2019,2247869
10/23/2019,2306806
10/28/2022,2295968
10/4/2023,1809943
1/20/2021,1593055
6/16/2021,1973553
8/9/2021,1932705
2/22/2024,1670581
2/26/2023,1841586
11/20/2018,2439296
10/11/2019,2715651
11/15/2022,1964041
1/28/2021,1730336
8/18/2021,1949091
5/29/2019,2402858
5/21/2022,2274637
12/31/2022,2463430
4/18/2023,1742190
9/2/2020,1565055
7/30/2020,1600892
10/31/2022,2047067
11/23/2020,1983910
5/30/2021,2023295
11/19/2021,2385304
1/6/2021,1650327
1/27/2022,1948488
3/30/2023,1749914
6/29/2020,1810042
4/12/2019,2694214
10/19/2019,2736196
8/22/2019,2409294
11/27/2023,1813680
3/14/2024,1714488
6/1/2020,2032816
3/11/2021,1723153
2/4/2019,1797090
9/22/2021,1802466
11/9/2018,2298593
2/4/2021,1819080
3/6/2023,1673109
12/3/2023,1889096
10/27/2021,2053659
4/22/2020,1490261
6/15/2021,1956331
4/13/2019,2811340
6/1/2019,2812890
10/2/2022,2163674
5/22/2020,2334730
8/6/2020,1597745
5/3/2022,1946519
1/25/2024,1702407
6/8/2019,2841649
5/16/2019,2477174
4/2/2019,2149486
4/17/2022,1883395
9/11/2023,1782522
1/19/2023,1823106
4/20/2019,3443102
3/5/2022,2212020
3/2/2023,1831756
6/9/2023,2119821
10/20/2020,1497832
5/18/2020,1801463
6/30/2020,1799301
4/25/2019,2308794
4/10/2021,1983122
8/31/2022,2030883
4/12/2021,1810751
5/13/2021,1923833
10/9/2019,2347529
9/13/2022,1959661
